AErathi Berserker	LEG:131
Silent Clearing	MH1:246
Silent Dart	M21:237
Silent Departure	ISD:75
Silent Gravestone	RIX:182
Silent Observer	SOI:86
Silent Sentinel	PPRE:73
Silent Skimmer	BFZ:96
Silent Specter	PPRE:18
Silent Submersible	WAR:66
Silent-Blade Oni	PCA:105
Silent-Chant Zubera	CHK:45
Silhana Ledgewalker	PCA:77
Silhana Starfletcher	GPT:95
Silhana Wayfinder	RNA:141
Silhouette	LEG:181
Silk Net	ULG:112
Silkbind Faerie	SHM:148
Silkenfist Fighter	NEM:19
Silkenfist Order	NEM:20
Silklash Spider	ONS:281
Silkweaver Elite	AER:125
Silkwing Scout	DIS:31
Silkwrap	DTK:38
Silt Crawler	PCY:123
Silumgar Assassin	PPRE:190
Silumgar Butcher	DTK:122
Silumgar Monument	DTK:243
Silumgar Scavenger	MH1:107
Silumgar Sorcerer	DTK:76
Silumgar Spell-Eater	DTK:77
Silumgar's Command	PPRE:191
Silumgar's Scorn	DTK:78
Silumgar, the Drifting Death	PPRE:149
Silundi Isle	ZNR:80
Silundi Vision	ZNR:80
Silver Drake	PLS:125
Silver Erne	ICE:98
Silver Knight	SCG:23
Silver Myr	SOM:202
Silver Seraph	JUD:23
Silver Wyvern	TPR:68
Silver-Inlaid Dagger	ISD:233
Silverback Ape	S99:141
Silverback Shaman	M20:195
Silverbeak Griffin	M19:285
Silverblade Paladin	MBP:44
Silverchase Fox	ISD:31
Silverclad Ferocidons	RIX:115
Silverclaw Griffin	DKA:21
Silvercoat Lion	M13:35
Silverflame Ritual	ELD:30
Silverflame Squire	ELD:31
Silverfur Partisan	SOI:228
Silvergill Adept	RIX:53
Silvergill Douser	LRW:87
Silverglade Elemental	MMQ:269
Silverglade Pathfinder	MMQ:270
Silverpelt Werewolf	DKA:122
Silverpelt Werewolf // Lambholt Elder	DKA:122
Silverskin Armor	MBS:132
Silversmote Ghoul	M21:122
Silverstorm Samurai	BOK:22
Silverstrike	SOI:37
Silverwing Squadron	ELD:315
Silvos, Rogue Elemental	VMA:231
Sima Yi, Wei Field Marshal	PTK:82
Simian Brawler	CSP:122
Simian Grunts	VMA:232
Simian Spirit Guide	PLC:122
Simic Ascendancy	RNA:207
Simic Basilisk	DIS:91
Simic Charm	GTC:195
Simic Cluestone	DGM:145
Simic Fluxmage	GTC:49
Simic Growth Chamber	MM2:249
Simic Guildgate	WAR:274
Simic Guildmage	DIS:148
Simic Initiate	MM2:162
Simic Keyrune	GTC:237
Simic Locket	RNA:240
Simic Manipulator	GTC:50
Simic Ragworm	DIS:93
Simic Signet	MM3:227
Simic Sky Swallower	MM3:182
Simoon	VIS:136
Simple	DIS:154
Simple // Pure	DIS:154
Simplify	ODY:269
Simulacrum	LEB:37
Sin COllector	FNMP:163
Sin Collector	MM3:183
Sin Prodder	SOI:181
Sindbad	TSB:31
Sinew Sliver	PLC:30
Singe	PLS:71
Singe-Mind Ogre	ARB:45
Singing Bell Strike	KTK:55
Singing Tree	MED:130
Single Combat	WAR:30
Sinister Concoction	SOI:135
Sinister Possession	DGM:29
Sinister Sabotage	GRN:54
Sinister Strength	PLS:54
Sink into Takenuma	SOK:89
Sinkhole	ME4:97
Sinking Feeling	SHM:51
Sins of the Father	SWS:413
Sins of the Past	RAV:106
Sinstriker's Will	GPT:16
Sinuous Predator	EMN:163
Sinuous Striker	HOU:45
Sinuous Vermin	CN2:46
Siona, Captain of the Pyleas	THB:226
Sip of Hemlock	THS:106
Sir Shandlar of Eberyn	ME3:174
Sire of Insanity	DGM:104
Sire of Stagnation	PPRE:294
Sire of the Storm	CHK:85
Siren Lookout	XLN:78
Siren Reaver	RIX:54
Siren Song Lyre	BNG:161
Siren Stormtamer	XLN:79
Siren of the Fanged Coast	BNG:50
Siren of the Silent Song	BNG:155
Siren's Call	LEB:78
Siren's Ruse	XLN:80
Sirocco	MIR:192
Sisay's Ingenuity	PLS:33
Sisay's Ring	VIS:154
Sisay, Weatherlight Captain	MH1:29
Sisters of Stone Death	RAV:231
Sisters of the Flame	DRK:73
Sivitri Scarzam	ME3:175
Sivvi's Ruse	NEM:21
Sivvi's Valor	NEM:22
Sixth Sense	E01:118
Sizzle	MMQ:213
Sizzling Barrage	ZNR:162
Skaab Goliath	ORI:74
Skaab Ruinator	ISD:77
Skalla Wolf	M19:303
Skarrg Goliath	MLP:21
Skarrg Guildmage	GTC:196
Skarrg, the Rage Pits	PCA:127
Skarrgan Firebird	MM2:123
Skarrgan Hellkite	RNA:114
Skarrgan Pit-Skulk	GPT:96
Skarrgan Skybreaker	GPT:130
Skatewing Spy	RNA:52
Skeletal Changeling	LRW:140
Skeletal Crocodile	POR:33
Skeletal Grimace	ISD:116
Skeletal Kathari	ALA:88
Skeletal Scrying	ODY:161
Skeletal Snake	POR:34
Skeletal Vampire	MMA:96
Skeletal Wurm	ROE:127
Skeleton Archer	M21:123
Skeleton Key	SOI:263
Skeleton Scavengers	STH:20
Skeleton Shard	MRD:242
Skeleton Ship	ME2:197
Skeletonize	ALA:114
Skewer the Critics	RNA:115
Skill Borrower	ALA:56
Skilled Animator	M19:73
Skillful Lunge	DKA:22
Skin Invasion	SOI:182
Skin Invasion // Skin Shedder	SOI:182
Skin Shedder	SOI:182
Skin Shedder // Skin Invasion	SOI:182
Skinbrand Goblin	GTC:105
Skinrender	SOM:78
Skinshifter	M12:195
Skinthinner	LGN:80
Skinwing	MBS:133
Skirge Familiar	VMA:140
Skirk Alarmist	LGN:111
Skirk Commando	ONS:228
Skirk Drill Sergeant	VMA:185
Skirk Fire Marshal	ONS:229
Skirk Marauder	LGN:113
Skirk Outrider	LGN:114
Skirk Prospector	VMA:186
Skirk Ridge Exhumer	FUT:77
Skirk Shaman	PLC:123
Skirk Volcanist	SCG:104
Skirsdag Cultist	MM3:112
Skirsdag Flayer	DKA:74
Skirsdag High Priest	ISD:117
Skirsdag Supplicant	EMN:104
Skithiryx, the Blight Dragon	SOM:79
Skitter Eel	RNA:53
Skitter of Lizards	WWK:91
Skittering Crustacean	CN2:36
Skittering Heartstopper	XLN:122
Skittering Horror	UDS:70
Skittering Invasion	ROE:10
Skittering Monstrosity	TSP:129
Skittering Skirge	USG:158
Skittering Surveyor	JMP:486
Skitterskin	BFZ:97
Skittish Kavu	INV:168
Skittish Valesk	ONS:231
Skizzik	INV:169
Skizzik Surger	FUT:120
Skola Grovedancer	THB:202
Skophos Maze-Warden	THB:153
Skophos Warleader	THB:154
Skred	CSP:97
Skulduggery	XLN:123
Skulking Fugitive	MMQ:161
Skulking Ghost	MIR:41
Skulking Knight	TSP:130
Skull Catapult	ME2:219
Skull Collector	SOK:90
Skull Fracture	ODY:162
Skull Prophet	IKO:206
Skull Rend	RTR:195
Skull Saucer	UST:66
Skull of Orm	DRK:106
Skull of Ramos	MMQ:312
Skullbriar, the Walking Grave	CMD:227
Skullcage	ARC:115
Skullclamp	VMA:281
Skullcrack	GTC:106
Skullknocker Ogre	ELD:142
Skullmane Baku	BOK:83
Skullmead Cauldron	DIS:167
Skullmulcher	ALA:148
Skullscorch	TOR:114
Skullsnatcher	PCA:36
Skulltap	SCG:73
Skullwinder	CMA:146
Sky Diamond	MIR:284
Sky Hussar	DIS:131
Sky Ruin Drake	ZEN:66
Sky Scourer	OGW:78
Sky Skiff	KLD:233
Sky Spirit	TMP:346
Sky Swallower	GPT:34
Sky Terror	XLN:229
Sky Tether	RNA:21
Sky Theater Strix	WAR:67
Sky Weaver	INV:74
Sky-Eel School	SOM:44
Skybind	JOU:25
Skyblade of the Legion	XLN:37
Skyblinder Staff	GTC:238
Skycat Sovereign	IKO:344
Skyclave Apparition	ZNR:39
Skyclave Basilica	ZNR:40
Skyclave Cleric	ZNR:40
Skyclave Geopede	ZNR:163
Skyclave Pick-Axe	ZNR:204
Skyclave Plunder	ZNR:81
Skyclave Relic	ZNR:252
Skyclave Sentinel	ZNR:253
Skyclave Shade	ZNR:125
Skyclave Shadowcat	ZNR:126
Skyclave Squid	ZNR:82
Skyclaw Thrash	ARB:89
Skycloud Egg	ODY:309
Skycloud Expanse	ODY:327
Skyfire Kirin	SOK:113
Skygames	GTC:51
Skyhunter Cub	MRD:21
Skyhunter Patrol	MRD:22
Skyhunter Prowler	9ED:45
Skyhunter Skirmisher	MM2:32
Skyknight Legionnaire	RAV:232
Skyknight Vanguard	M20:218
Skylasher	DGM:49
Skyline Cascade	BFZ:246
Skyline Despot	CN2:57
Skyline Predator	RTR:50
Skyline Scout	GRN:25
Skymarch Bloodletter	XLN:124
Skymarcher Aspirant	RIX:21
Skymark Roc	RTR:196
Skyraker Giant	ORI:162
Skyreach Manta	MMA:215
Skyreaping	BNG:140
Skyrider Elf	BFZ:220
Skyrider Patrol	M19:224
Skyrider Trainee	GPT:17
Skyscanner	M21:238
Skyscribing	DIS:32
Skyshaper	TPR:231
Skyship Plunderer	AER:46
Skyship Stalker	MBP:162
Skyship Weatherlight	PLS:133
Skyshooter	ODY:270
Skyshroud Archer	STH:64
Skyshroud Behemoth	NEM:116
Skyshroud Blessing	PLS:92
Skyshroud Claim	NEM:117
Skyshroud Condor	TMP:88
Skyshroud Cutter	NEM:118
Skyshroud Elf	TPR:192
Skyshroud Elite	EXO:123
Skyshroud Falcon	STH:116
Skyshroud Forest	VMA:315
Skyshroud Poacher	NEM:119
Skyshroud Ranger	TMP:150
Skyshroud Ridgeback	NEM:120
Skyshroud Sentinel	NEM:121
Skyshroud Troll	TPR:193
Skyshroud Troopers	STH:65
Skyshroud Vampire	TPR:118
Skyshroud War Beast	EXO:124
Skysnare Spider	ORI:197
Skysovereign, Consul Flagship	KLD:234
Skyspear Cavalry	JOU:26
Skystreamer	BBD:31
Skyswirl Harrier	KLD:28
Skyward Eye Prophets	CON:125
Skywatcher Adept	ROE:88
Skyway Sniper	M21:206
Skywhaler's Shot	KLD:29
Skywinder Drake	M12:75
Skywing Aven	VMA:94
Skywise Teachings	DTK:79
Slab Hammer	BFZ:227
Slag Fiend	NPH:95
Slagstorm	MBS:75
Slagwurm Armor	MRD:243
Slash Panther	NPH:96
Slash of Talons	XLN:38
Slashing Tiger	PTK:145
Slate Street Ruffian	JMP:279
Slate of Ancestry	ONS:310
Slaughter	EXO:74
Slaughter Cry	ZEN:149
Slaughter Drone	OGW:79
Slaughter Games	RTR:197
Slaughter Pact	MMA:97
Slaughter the Strong	RIX:22
Slaughter-Priest of Mogis	THB:227
Slaughterhorn	MM3:136
Slaughterhouse Bouncer	DIS:54
Slave of Bolas	GRC:27
Slavering Nulls	WWK:92
Slay	PLS:55
Slayer of the Wicked	ISD:32
Slayer's Cleaver	EMN:198
Slayer's Plate	SOI:264
Slayers' Stronghold	AVR:229
Slaying Fire	ELD:394
Sleek Schooner	XLN:247
Sleep	M19:74
Sleep Paralysis	W17:11
Sleep of the Dead	THB:66
Sleeper Agent	USG:159
Sleeper Dart	IKO:240
Sleeper's Guile	ULG:67
Sleeper's Robe	INV:273
Sleeping Potion	PLS:34
Sleight of Hand	S99:51
Sleight of Mind	LEB:79
Slice and Dice	ONS:232
Slice in Twain	XLN:207
Slime Molding	RTR:135
Slimebind	RNA:54
Slimefoot, the Stowaway	DOM:205
Slimy Kavu	INV:170
Sling-Gang Lieutenant	MH1:108
Slingbow Trap	WWK:111
Slingshot Goblin	PLS:72
Slinking Giant	SHM:106
Slinking Serpent	INV:274
Slinking Skirge	UDS:71
Slinn Voda, the Rising Deep	DOM:66
Slip Through Space	OGW:47
Slippery Bogle	EVE:160
Slippery Karst	USG:327
Slippery Scoundrel	RIX:55
Slipstream Eel	ONS:114
Slipstream Serpent	TSP:77
Sliptide Serpent	NEM:43
Slith Ascendant	MRD:23
Slith Bloodletter	MRD:77
Slith Firewalker	SUS:19
Slith Predator	MRD:129
Slith Strider	MRD:50
Slither Blade	AKH:71
Slitherhead	RTR:222
Slithering Shade	DIS:55
Slithermuse	MOR:50
Slitherwisp	IKO:345
Slithery Stalker	TOR:84
Sliver Construct	M14:218
Sliver Hive	M15:247
Sliver Hivelord	M15:211
Sliver Legion	FUT:158
Sliver Overlord	SCG:139
Sliver Queen	TPR:211
Sliversmith	FUT:163
Slobad, Goblin Tinkerer	DST:69
Slow Motion	ULG:42
Sludge Crawler	BFZ:98
Sludge Strider	HOP:95
Sluggishness	ULG:92
Sluiceway Scorpion	RTR:198
Slum Reaper	RTR:77
Slumbering Dragon	M13:148
Slumbering Tora	BOK:161
Sly Requisitioner	AER:72
Smallpox	TSP:131
Smash	RAV:143
Smash to Smithereens	SHM:107
Smelt	M19:158
Smelt-Ward Gatekeepers	DGM:39
Smelt-Ward Ignus	RNA:116
Smelt-Ward Minotaur	GRN:116
Smite	TPR:28
Smite the Monstrous	ZNR:42
Smiting Helix	MH1:109
Smitten Swordmaster	ELD:290
Smog Elemental	GTC:79
Smogsteed Rider	GPT:63
Smoke	ME4:137
Smoke Shroud	MH1:69
Smoke Teller	KTK:151
Smokebraider	MM2:125
Smokespew Invoker	LGN:81
Smokestack	VMA:282
Smolder Initiate	SHM:78
Smoldering Butcher	EVE:42
Smoldering Crater	USG:328
Smoldering Efreet	FRF:115
Smoldering Marsh	EXP:3
Smoldering Spires	WWK:143
Smoldering Tar	INV:275
Smoldering Werewolf	EMN:142
Smother	WWK:68
Smothering Abomination	PPRE:296
Smothering Tithe	RNA:22
Smuggler Captain	CN2:47
Smuggler's Copter	KLD:235
Snag	PCY:124
Snake Basket	VIS:155
Snake Cult Initiation	FUT:89
Snake Pit	MMQ:271
Snake Umbra	ROE:207
Snake of the Golden Grove	BNG:141
Snakeform	EVE:161
Snap	ULG:43
Snapback	TSP:78
Snapcaster Mage	MM3:50
Snapdax, Apex of the Hunt	IKO:381
Snapping Creeper	WWK:112
Snapping Drake	S99:52
Snapping Gnarlid	BFZ:190
Snapping Sailback	XLN:208
Snapping Thragg	ONS:233
Snapsail Glider	SOM:203
Snare Tactician	IKO:30
Snare Thopter	KLD:236
Snare the Skies	AVR:193
Snarespinner	WAR:176
Snarling Undorak	ONS:283
Sneak Attack	USG:218
Sneaking Guide	ZNR:164
Sneaky Homunculus	NEM:44
Snickering Squirrel	UST:68
Snorting Gahr	MMQ:272
Snow Devil	ICE:100
Snow Fortress	ME2:220
Snow Hound	ICE:277
Snow Mercy	HHO:10
Snow-Covered Forest	MH1:254
Snow-Covered Island	MH1:251
Snow-Covered Mountain	MH1:253
Snow-Covered Plains	MH1:250
Snow-Covered Swamp	MH1:252
Snowblind	ICE:152
Snowfall	ICE:101
Snowhorn Rider	KTK:201
Snubhorn Sentry	RIX:23
Snuff Out	MMQ:162
So Tiny	ELD:64
Soar	MIR:93
Soaring Hope	LRW:40
Soaring Seacliff	ZEN:225
Soaring Show-Off	BBD:40
Soaring Thought-Thief	ZNR:236
Soilshaper	CHK:243
Sokenzan Bruiser	CHK:188
Sokenzan Renegade	SOK:114
Sokenzan Spellblade	SOK:115
Sol Grail	ME3:201
Sol Ring	VMA:283
Sol'kanar the Swamp King	TSB:100
Solar Blast	VMA:187
Solar Blaze	WAR:216
Solar Tide	MRD:24
Solarion	5DN:153
Soldevi Adnate	ALL:25
Soldevi Digger	ME2:221
Soldevi Excavations	ME2:236
Soldevi Golem	ME4:228
Soldevi Heretic	ALL:49
Soldevi Machinist	ME4:63
Soldevi Sage	ALL:51
Soldevi Sentry	ALL:175
Soldevi Simulacrum	ME2:222
Soldevi Steam Beast	ALL:177
Soldier Replica	MRD:244
Soldier of Fortune	ALL:117
Soldier of the Pantheon	THS:32
Solemn Offering	M15:33
Solemn Recruit	AER:22
Solemn Simulacrum	MRD:245
Solemnity	HOU:22
Solfatara	VIS:93
Solid Footing	IKO:31
Solidarity	UDS:20
Solidarity of Heroes	JOU:141
Solitary Camel	HOU:23
Solitary Confinement	JUD:24
Solitary Hunter	SOI:229
Solitary Hunter // One of the Pack	SOI:229
Soliton	SOM:204
Soltari Champion	TPR:29
Soltari Crusader	TMP:253
Soltari Emissary	VMA:46
Soltari Foot Soldier	TMP:255
Soltari Guerrillas	TPR:212
Soltari Lancer	TPR:30
Soltari Monk	TPR:31
Soltari Priest	TSB:14
Soltari Trooper	VMA:47
Soltari Visionary	EXO:20
Somber Hoverguard	MRD:51
Somberwald Alpha	ORI:198
Somberwald Dryad	DKA:126
Somberwald Sage	AVR:194
Somberwald Spider	ISD:202
Somberwald Stag	JMP:431
Somberwald Vigilante	DDL:2
Somnomancer	SHM:149
Somnophore	USG:97
Song of Blood	VIS:94
Song of Creation	IKO:346
Song of Freyalise	DOM:179
Song of Serenity	EXO:125
Song of the Dryads	CMA:147
Song-Mad Ruins	ZNR:165
Song-Mad Treachery	ZNR:165
Songs of the Damned	ME2:110
Songstitcher	USG:52
Sonic Assault	GRN:199
Sonic Burst	EXO:103
Sonic Seizure	TOR:115
Sonorous Howlbonder	IKO:230
Soot Imp	EVE:43
Sootfeather Flock	LGN:82
Soothing Balm	MMQ:48
Soothsaying	MMQ:104
Sootstoke Kindler	SHM:195
Sootwalkers	SHM:196
Sophic Centaur	PLC:139
Soramaro, First to Dream	SOK:58
Soratami Cloud Chariot	SOK:160
Soratami Cloudskater	CHK:86
Soratami Mindsweeper	BOK:52
Soratami Mirror-Guard	CHK:87
Soratami Mirror-Mage	CHK:88
Soratami Rainshaper	CHK:89
Soratami Savant	CHK:90
Soratami Seer	CHK:91
Soraya the Falconer	HML:122
Sorcerer of the Fang	M20:114
Sorcerer's Broom	ELD:232
Sorcerer's Strongbox	M11:213
Sorcerer's Wand	DOM:231
Sorceress Queen	ARN:13
Sorcerous Sight	POR:69
Sorcerous Spyglass	XLN:248
Sorin Markov	ZEN:111
Sorin's Guide	M20:292
Sorin's Thirst	WAR:104
Sorin's Vengeance	M12:111
Sorin, Grim Nemesis	SOI:251
Sorin, Imperious Bloodlord	M20:115
Sorin, Lord of Innistrad	DKA:142
Sorin, Solemn Visitor	KTK:202
Sorin, Vampire Lord	M20:290
Sorin, Vengeful Bloodlord	WAR:217
Sorrow's Path	ME3:211
Sosuke's Summons	BOK:145
Sosuke, Son of Seshiro	CHK:244
Soul Barrier	ICE:103
Soul Bleed	M10:113
Soul Burn	INV:124
Soul Channeling	MMQ:163
Soul Charmer	PCY:24
Soul Collector	TSB:47
Soul Conduit	NPH:158
Soul Diviner	WAR:218
Soul Echo	MIR:244
Soul Exchange	ME2:111
Soul Feast	UDS:72
Soul Foundry	MRD:246
Soul Kiss	ME2:112
Soul Link	APC:120
Soul Manipulation	MM3:185
Soul Net	S00:317
Soul Nova	MRD:25
Soul Parry	SOM:21
Soul Ransom	MM3:186
Soul Reap	EVE:44
Soul Rend	MIR:42
Soul Salvage	M20:116
Soul Scourge	TOR:85
Soul Sculptor	USG:53
Soul Sear	M21:160
Soul Seizer	DKA:50
Soul Seizer // Ghastly Haunting	DKA:50
Soul Separator	EMN:199
Soul Shatter	ZNR:127
Soul Shepherd	WTH:142
Soul Shred	POR:35
Soul Snare	CMD:32
Soul Snuffers	EVE:45
Soul Spike	CSP:70
Soul Stair Expedition	ZEN:112
Soul Strings	PCY:78
Soul Summons	UGIN:26
Soul Swallower	SOI:230
Soul Tithe	RTR:23
Soul Warden	MM3:24
Soul of Innistrad	M15:115
Soul of Magma	CHK:189
Soul of New Phyrexia	M15:231
Soul of Ravnica	MBP:87
Soul of Shandalar	M15:163
Soul of Theros	M15:34
Soul of Zendikar	MBP:88
Soul of the Harvest	W16:16
Soul of the Rapids	RIX:56
Soul's Attendant	ROE:44
Soul's Fire	ALA:115
Soul's Grace	ALA:28
Soul's Majesty	CON:92
Soul's Might	ALA:149
Soul-Guide Lantern	THB:237
Soul-Scar Mage	AKH:148
Soul-Strike Technique	MH1:30
Soulblade Corrupter	BBD:17
Soulblade Djinn	PPRE:232
Soulblade Renewer	BBD:18
Soulblast	CHK:190
Soulbound Guardians	ROE:45
Soulbright Flamekin	MM2:126
Soulcage Fiend	AVR:120
Soulcatcher	ODY:47
Soulcatchers' Aerie	JUD:25
Souldrinker	TMP:52
Soulfire Grand Master	PPRE:150
Soulflayer	PPRE:151
Soulgorger Orgg	JUD:99
Soulherder	MH1:214
Soulless One	ONS:171
Soulless Revival	CHK:144
Soulmender	M20:37
Soulquake	ARB:30
Soulreaper of Mogis	THB:115
Souls of the Faultless	GPT:131
Soulscour	DST:14
Soulshriek	MIR:43
Soulstinger	AKH:108
Soulsurge Elemental	ROE:163
Soulsworn Jury	DIS:17
Soulsworn Spirit	RTR:51
Soultether Golem	FUT:164
Sound the Call	CSP:123
Southern Elephant	S99:142
Southern Paladin	WTH:143
Sovereign's Bite	M19:120
Sovereign's Realm	CN2:10
Sovereigns of Lost Alara	ARB:12
Sower of Temptation	LRW:88
Sowing Salt	UDS:97
Spare Supplies	ZNR:254
Spare from Evil	ISD:34
Spark Double	WAR:68
Spark Elemental	5DN:79
Spark Fiend	UGL:51
Spark Harvest	WAR:105
Spark Jolt	THS:140
Spark Mage	ODY:222
Spark Reaper	WAR:106
Spark Spray	VMA:188
Spark Trooper	GTC:199
Spark of Creativity	KLD:131
Sparkcaster	PLS:126
Sparkhunter Masticore	M21:384
Sparkmage Apprentice	RAV:144
Sparkmage's Gambit	OGW:117
Sparksmith	ONS:235
Sparkspitter	FUT:109
Sparktongue Dragon	M19:159
Sparring Collar	5DN:154
Sparring Construct	DOM:232
Sparring Golem	INV:312
Sparring Mummy	E01:107
Spatial Binding	MIR:344
Spatial Contortion	OGW:8
Spatula of the Ages	UGL:81
Spawn of Mayhem	RNA:85
Spawn of Rix Maadi	RTR:199
Spawn of Thraxes	PPRE:81
Spawnbinder Mage	OGW:35
Spawnbroker	RAV:65
Spawning Bed	BFZ:248
Spawning Breath	ROE:164
Spawning Grounds	C13:171
Spawning Pit	DST:141
Spawning Pool	ULG:142
Spawnsire of Ulamog	ROE:11
Spawnwrithe	SHM:129
Speaker of the Heavens	M21:38
Spear Spewer	RNA:117
Spear of Heliod	THS:33
Spearbreaker Behemoth	ALA:150
Spearpoint Oread	THS:141
Species Gorger	DGM:105
Spectator Seating	CMR:356
Specter's Shriek	ELD:106
Specter's Shroud	DST:142
Specter's Wail	MMQ:164
Spectra Ward	M15:36
Spectral Bears	MED:131
Spectral Cloak	LEG:78
Spectral Flight	ISD:79
Spectral Force	TSP:217
Spectral Gateguards	DDQ:19
Spectral Grasp	CN2:24
Spectral Guardian	MIR:245
Spectral Lynx	APC:17
Spectral Prison	AVR:75
Spectral Procession	SHM:23
Spectral Reserves	EMN:43
Spectral Rider	ISD:35
Spectral Sailor	M20:76
Spectral Searchlight	RAV:271
Spectral Shepherd	SOI:38
Spectral Shield	ME3:176
Spectral Shift	5DN:37
Spectral Sliver	LGN:83
Speedway Fanatic	KLD:132
Spell Blast	TPR:69
Spell Burst	TSP:79
Spell Contortion	WWK:38
Spell Crumple	CMD:63
Spell Pierce	ZEN:67
Spell Queller	EMN:189
Spell Rupture	GTC:52
Spell Shrivel	BFZ:66
Spell Snare	MMA:64
Spell Snip	ALA:57
Spell Snuff	MH1:70
Spell Swindle	XLN:82
Spell Syphon	SHM:52
Spellbane Centaur	ODY:271
Spellbinder	DST:143
Spellbook	M10:220
Spellbound Dragon	C17:196
Spellbreaker Behemoth	C13:216
Spelleater Wolverine	IKO:137
Spellgorger Barbarian	JUD:100
Spellgorger Weird	WAR:145
Spellheart Chimera	THS:204
Spelljack	JUD:51
Spellkeeper Weird	WAR:69
Spellseeker	BBD:41
Spellshift	PLC:47
Spellshock	TPR:160
Spellskite	NPH:159
Spellstutter Sprite	MMA:65
Spelltithe Enforcer	GPT:18
Spelltwine	M13:68
Spellweaver Duo	BBD:42
Spellweaver Eternal	HOU:46
Spellweaver Helix	MRD:247
Spellweaver Volute	FUT:59
Spellwild Ouphe	FUT:151
Sphere of Duty	ODY:48
Sphere of Grace	ODY:49
Sphere of Law	ODY:50
Sphere of Purity	MRD:26
Sphere of Reason	ODY:51
Sphere of Resistance	VMA:284
Sphere of Safety	RTR:24
Sphere of Truth	ODY:52
Sphere of the Suns	MM2:231
Sphinx Ambassador	M10:73
Sphinx Mindbreaker	THB:290
Sphinx Sovereign	ALA:196
Sphinx Summoner	CON:127
Sphinx of Enlightenment	GN2:2
Sphinx of Foresight	RNA:55
Sphinx of Jwar Isle	ZEN:68
Sphinx of Lost Truths	ZEN:69
Sphinx of Magosi	W17:12
Sphinx of New Prahv	RNA:208
Sphinx of Uthuun	M13:69
Sphinx of the Chimes	RTR:52
Sphinx of the Final Word	OGW:63
Sphinx of the Guildpact	RNA:241
Sphinx of the Steel Wind	PD3:9
Sphinx's Decree	RIX:24
Sphinx's Disciple	BNG:51
Sphinx's Herald	ALA:58
Sphinx's Insight	RNA:209
Sphinx's Revelation	RTR:200
Sphinx's Tutelage	ORI:76
Sphinx-Bone Wand	ROE:225
Spider Climb	VIS:70
Spider Spawning	ISD:203
Spider Umbra	ROE:208
Spidersilk Armor	MMQ:273
Spidersilk Net	ZEN:206
Spiderwig Boggart	LRW:141
Spidery Grasp	ISD:204
Spike Breeder	TPR:194
Spike Cannibal	EXO:75
Spike Colony	TPR:195
Spike Drone	TMP:152
Spike Feeder	TSB:84
Spike Hatcher	TPR:197
Spike Jester	MM3:188
Spike Rogue	EXO:127
Spike Soldier	STH:69
Spike Tiller	TSP:218
Spike Weaver	EXO:128
Spike Worker	STH:70
Spike-Tailed Ceratops	XLN:209
Spiked Baloth	M13:192
Spikefield Cave	ZNR:166
Spikefield Hazard	ZNR:166
Spikeshot Elder	SOM:104
Spikeshot Goblin	MRD:108
Spiketail Drake	PCY:48
Spiketail Drakeling	TSP:80
Spiketail Hatchling	PCY:49
Spikewheel Acrobat	RNA:118
Spin Engine	MBS:135
Spin into Myth	FUT:60
Spinal Centipede	GRN:86
Spinal Embrace	INV:276
Spinal Graft	VMA:141
Spinal Parasite	5DN:155
Spinal Villain	MED:108
Spincrusher	DST:144
Spindrift Drake	STH:44
Spine of Ish Sah	MBS:136
Spinebiter	NPH:121
Spined Basher	ONS:172
Spined Fluke	USG:160
Spined Megalodon	M21:72
Spined Sliver	TSB:101
Spined Thopter	NPH:45
Spined Wurm	TPR:198
Spinehorn Minotaur	MH1:147
Spineless Thug	NEM:71
Spinerock Knoll	LRW:274
Spinneret Sliver	TSP:219
Spinning Darkness	WTH:23
Spinning Wheel	ELD:234
Spiny Starfish	ME3:50
Spiraling Duelist	MBS:76
Spiraling Embers	SOK:116
Spire Barrage	ZEN:150
Spire Garden	BBD:85
Spire Golem	JVC:16
Spire Mangler	RNA:86
Spire Monitor	NPH:46
Spire Owl	USG:98
Spire Patrol	AER:136
Spire Phantasm	CN2:37
Spire Serpent	MBS:32
Spire Tracer	GTC:135
Spire Winder	RIX:57
Spire of Industry	AER:184
Spirebluff Canal	KLD:249
Spires of Orazca	XLN:249
Spires of Orazca // Thaumatic Compass	XLN:249
Spireside Infiltrator	KLD:133
Spirespine	JOU:142
Spirit Away	AVR:76
Spirit Bonds	M15:37
Spirit Cairn	VMA:48
Spirit Flare	TOR:15
Spirit Link	LEG:206
Spirit Loop	TSP:42
Spirit Mantle	PCA:12
Spirit Mirror	VMA:49
Spirit Shackle	ME3:74
Spirit Shield	FEM:175
Spirit Weaver	INV:39
Spirit en-Dal	FUT:17
Spirit en-Kor	TPR:34
Spirit of Malevolence	M21:331
Spirit of Resistance	INV:38
Spirit of the Hearth	EVE:14
Spirit of the Hunt	EMN:170
Spirit of the Labyrinth	BNG:27
Spirit of the Night	MIR:44
Spirit of the Spires	RNA:23
Spiritmonger	VMA:262
Spiritual Asylum	NEM:23
Spiritual Focus	MMQ:49
Spiritual Guardian	POR:189
Spiritual Sanctuary	LEG:207
Spiritual Visit	SOK:29
Spiritualize	ODY:53
Spit Flame	M19:160
Spite	INV:293
Spite // Malice	INV:293
